Air Quality,Water Quality,Earthquake Risk,Forest Fire Risk,Flooding Risk,Pollution Risk,Insurance Cost,Company
27,17,32,33,42,75,2673,Johnson Insurance
18,5,7,21,38,81,3483,Johnson Insurance
73,100,88,5,41,16,3506,The Personal
44,91,74,71,58,8,1245,The Co-operators
72,4,73,85,29,65,3151,Intact Insurance
91,43,85,39,49,62,1889,The Personal
55,29,15,77,0,7,2996,Belairdirect
66,91,14,62,23,59,2854,The Personal
44,4,50,1,5,35,2092,Belairdirect
48,24,60,61,18,54,2229,The Co-operators
30,79,33,27,46,76,2747,The Co-operators
97,3,60,84,65,59,2527,Allstate
50,70,38,76,59,21,2114,Johnson Insurance
77,94,33,30,36,55,2116,Allstate
4,72,46,80,6,7,2028,Allstate
44,96,93,5,65,69,1299,Johnson Insurance
19,35,95,31,23,18,1637,Intact Insurance
99,72,90,100,23,17,2970,Belairdirect
71,12,50,32,87,65,2165,Intact Insurance
40,35,6,47,1,61,2282,The Co-operators
32,37,87,18,80,85,1120,The Co-operators
72,93,64,98,76,14,2574,Intact Insurance
99,14,25,11,61,12,1785,The Co-operators
51,1,7,31,69,62,1107,The Co-operators
72,24,72,45,38,38,1375,Johnson Insurance
98,54,22,16,18,28,1569,Economical Insurance
63,37,100,80,70,13,1785,Intact Insurance
52,69,58,7,100,14,3465,Economical Insurance
16,63,55,37,0,55,3062,The Personal
44,14,39,58,43,37,3233,The Personal
42,76,88,99,70,34,2297,Economical Insurance
24,1,5,59,38,72,2396,Allstate
66,86,33,47,73,88,3295,The Personal
23,43,76,7,64,24,1663,Allstate
76,96,31,100,19,37,1589,Belairdirect
61,38,66,37,71,62,3291,Johnson Insurance
30,87,16,19,90,77,2782,Belairdirect
92,81,84,36,67,31,2324,Economical Insurance
83,16,58,52,77,50,1624,The Co-operators
53,13,51,34,82,38,1539,The Co-operators
22,81,65,33,7,100,2508,Intact Insurance
21,33,39,42,14,96,2765,Belairdirect
60,65,63,86,17,38,3574,Intact Insurance
100,20,5,45,43,77,1696,The Personal
58,71,85,95,91,24,1145,Allstate
95,93,76,37,6,81,2824,Intact Insurance
31,69,36,13,15,18,1327,Allstate
96,40,84,9,92,3,1438,Intact Insurance
39,28,89,89,20,85,1212,Economical Insurance
60,23,61,45,78,41,1421,Belairdirect
84,23,16,70,55,34,1739,The Co-operators
35,97,88,60,13,24,2997,Allstate
28,92,84,6,97,15,2945,Johnson Insurance
55,70,48,33,49,90,1423,The Personal
44,12,20,77,48,28,2128,Belairdirect
54,6,6,74,89,18,2443,Economical Insurance
24,23,6,58,32,77,3249,Johnson Insurance
32,85,94,87,75,30,3548,The Personal
2,43,89,66,31,88,1730,The Personal
89,39,40,72,83,44,3058,The Co-operators
85,23,20,99,41,79,2363,Allstate
80,39,12,4,46,30,1196,Allstate
99,44,15,71,22,9,3426,Belairdirect
7,34,59,68,38,38,2812,Belairdirect
72,2,86,25,74,74,1270,The Personal
95,70,30,56,1,83,3471,The Co-operators
68,73,56,77,54,49,3014,Allstate
68,83,9,54,96,45,2922,Belairdirect
76,89,42,49,22,99,1610,The Co-operators
56,86,43,43,65,66,2652,Economical Insurance
56,1,22,17,62,14,1232,Intact Insurance
77,75,52,79,73,24,1888,Intact Insurance
81,68,83,12,50,92,2159,Belairdirect
74,14,43,78,18,3,1425,The Co-operators
90,65,73,84,81,37,3293,Allstate
58,58,47,65,14,75,2816,The Co-operators
47,65,98,88,41,51,1760,Belairdirect
57,72,14,100,48,0,1724,Intact Insurance
77,29,33,50,32,90,1945,Belairdirect
93,86,67,6,75,28,3085,The Personal
59,68,81,59,38,20,1293,Intact Insurance
15,4,51,49,11,27,1635,The Co-operators
30,70,9,30,45,84,3121,Belairdirect
50,35,9,30,56,77,1202,Intact Insurance
2,50,39,33,82,52,2345,Intact Insurance
32,8,70,54,58,82,3404,Belairdirect
28,12,36,44,28,99,1560,Allstate
17,6,56,85,37,9,2440,Belairdirect
37,40,7,10,45,74,1024,The Co-operators
96,61,84,98,81,19,3245,Johnson Insurance
25,17,38,3,66,45,2448,Economical Insurance
46,76,86,72,52,47,2491,Economical Insurance
31,65,9,63,12,6,2759,Economical Insurance
37,58,40,57,20,36,1151,Belairdirect
35,71,68,18,64,27,2255,Allstate
28,81,4,63,93,66,1490,Johnson Insurance
85,21,81,94,41,79,2373,Belairdirect
96,77,43,72,82,29,3543,Allstate
79,77,44,32,70,3,1954,Johnson Insurance
74,31,51,52,72,15,1268,Belairdirect
82,44,82,77,77,82,3353,Allstate
65,49,22,18,59,23,2413,The Personal
65,49,46,22,86,51,3386,Allstate
22,0,19,12,18,67,1292,Intact Insurance
70,63,4,100,39,69,3294,The Personal
3,1,56,37,28,26,1610,Johnson Insurance
66,72,35,18,0,0,1634,Economical Insurance
68,9,94,43,3,27,3117,Belairdirect
13,4,18,62,86,18,3095,Intact Insurance
38,0,39,16,43,10,1697,Johnson Insurance
25,8,70,85,5,55,3459,Johnson Insurance
5,5,88,14,25,49,2631,Belairdirect
76,68,4,81,82,68,1293,Allstate
55,16,45,52,9,67,3446,The Co-operators
64,42,38,45,30,32,3486,Economical Insurance
51,83,44,71,49,63,1491,Johnson Insurance
43,22,38,86,75,47,1640,Intact Insurance
93,1,17,43,31,11,1664,The Co-operators
36,12,46,85,98,76,2328,Intact Insurance
6,81,87,8,64,24,3234,Intact Insurance
39,51,83,85,80,95,1820,Economical Insurance
63,18,5,75,96,7,2919,Johnson Insurance
16,4,30,60,42,86,1115,Johnson Insurance
69,21,13,73,39,39,3396,Economical Insurance
75,30,33,11,81,53,1265,Belairdirect
49,15,24,42,70,90,2225,Economical Insurance
86,39,83,7,56,77,1307,Economical Insurance
48,17,24,2,39,18,1062,The Co-operators
60,8,75,86,82,2,1459,The Co-operators
32,63,71,29,5,99,3110,Johnson Insurance
12,80,1,98,7,78,1907,Intact Insurance
77,58,73,31,65,59,3251,Intact Insurance
25,39,33,12,59,64,1105,Allstate
34,93,83,98,20,82,2289,Economical Insurance
99,87,97,18,94,93,2851,Intact Insurance
13,30,83,69,45,93,3294,Belairdirect
28,77,43,45,59,50,1935,Johnson Insurance
73,57,80,6,93,84,1101,Intact Insurance
58,7,25,4,82,37,2966,Intact Insurance
95,31,74,72,79,88,2877,The Personal
8,28,46,76,15,48,2897,Intact Insurance
82,43,33,54,99,81,2144,The Co-operators
79,47,94,43,95,27,1444,Johnson Insurance
40,19,84,98,89,19,1778,Belairdirect
84,24,65,47,34,13,2590,Economical Insurance
14,71,51,50,90,10,2228,Johnson Insurance
43,55,86,92,46,13,2081,Belairdirect
82,14,24,42,64,14,2714,Allstate
22,48,35,70,56,48,3342,Allstate
39,84,7,21,25,53,2041,Allstate
15,63,13,2,35,59,1370,The Personal
78,7,33,7,95,86,1844,The Co-operators
54,61,73,29,44,22,1626,Johnson Insurance
26,78,45,19,14,77,2136,Economical Insurance
84,99,93,50,86,88,2442,The Personal
43,3,65,87,39,45,2722,Johnson Insurance
84,56,35,77,38,26,3266,Johnson Insurance
60,41,78,22,90,13,1975,Economical Insurance
18,96,51,8,98,37,2162,Belairdirect
44,97,64,73,53,14,2830,The Co-operators
7,69,31,20,8,3,2724,Johnson Insurance
5,1,54,89,29,12,1509,Intact Insurance
58,21,90,77,78,56,1994,Johnson Insurance
2,88,87,75,96,27,2718,Allstate
50,18,93,66,1,78,2795,Allstate
50,89,33,23,30,35,2720,Intact Insurance
72,71,57,11,64,68,3324,Intact Insurance
42,0,74,24,11,27,2437,Johnson Insurance
12,69,38,17,17,37,2687,Johnson Insurance
55,14,78,97,22,24,1618,Belairdirect
13,10,29,69,65,45,3180,Intact Insurance
72,34,43,95,34,80,2857,The Co-operators
42,7,52,17,14,36,2180,Belairdirect
43,86,67,11,80,17,2702,The Co-operators
69,22,46,20,40,91,2749,Johnson Insurance
68,9,7,49,28,31,3149,The Co-operators
90,17,43,50,42,86,2864,Intact Insurance
32,21,45,9,83,70,1074,Intact Insurance
83,67,98,99,85,8,2946,The Co-operators
66,79,6,69,85,10,2344,The Personal
53,31,67,46,20,17,2219,The Personal
23,65,25,81,50,63,2498,Johnson Insurance
100,29,35,38,0,51,2246,The Personal
13,55,46,58,37,27,1577,The Co-operators
97,80,42,78,19,29,2366,The Co-operators
51,25,43,9,7,38,1050,The Personal
33,17,78,95,17,6,1952,The Personal
36,16,62,12,2,29,2996,Allstate
90,87,57,70,29,24,2703,Intact Insurance
95,26,40,30,23,40,1287,The Personal
43,64,39,28,49,57,2535,Economical Insurance
4,54,64,18,59,36,1903,The Co-operators
33,97,42,3,70,54,3122,Johnson Insurance
76,1,35,22,2,97,1284,Allstate
85,82,80,68,6,77,1656,Allstate
90,3,64,44,70,39,2490,Allstate
87,61,68,73,69,15,1958,Economical Insurance
78,71,11,27,53,32,3396,Intact Insurance
3,96,27,34,6,38,1669,The Co-operators
66,81,65,97,90,48,2873,Intact Insurance
39,52,49,28,72,63,1147,Allstate
83,47,42,39,10,36,1614,Economical Insurance
39,64,56,25,14,63,1375,Economical Insurance
31,29,69,60,81,59,2932,Belairdirect
95,65,40,38,55,13,2577,The Personal
86,42,44,86,84,9,2374,Economical Insurance
6,32,66,45,34,25,3050,The Personal
40,24,62,50,99,54,1916,Belairdirect
32,77,79,89,68,72,1980,Allstate
62,36,55,62,84,63,2344,The Co-operators
85,73,4,15,81,78,3404,Intact Insurance
45,10,82,96,50,85,1566,The Personal
29,74,62,6,79,5,3496,Intact Insurance
18,37,37,88,77,35,2502,Johnson Insurance
82,33,66,40,29,39,1230,Economical Insurance
29,88,97,76,4,74,2371,Economical Insurance
46,55,19,4,81,8,1587,Belairdirect
1,29,36,86,40,11,2413,The Personal
81,13,49,69,48,33,2143,Economical Insurance
39,74,24,60,55,67,3089,Allstate
78,66,31,96,26,66,1854,Economical Insurance
98,26,77,59,52,16,3233,Intact Insurance
2,25,92,16,17,74,1282,Belairdirect
35,87,0,46,64,45,1959,Belairdirect
35,17,92,17,10,88,2816,Johnson Insurance
27,46,7,39,11,48,3386,Economical Insurance
85,20,93,63,7,30,1522,Intact Insurance
37,79,69,64,69,17,1806,Intact Insurance
11,35,48,60,40,39,1431,Allstate
92,69,91,58,43,80,3325,The Personal
40,51,74,49,23,4,2544,Intact Insurance
6,53,60,61,91,95,2838,The Personal
79,47,30,23,87,33,1563,The Co-operators
8,23,6,47,18,44,1836,Belairdirect
27,67,68,37,92,1,3390,Economical Insurance
84,55,17,23,70,12,3166,Johnson Insurance
71,4,76,32,36,68,1510,Allstate
33,90,65,96,78,97,1794,Intact Insurance
8,69,90,38,40,53,2102,Intact Insurance
43,24,39,76,84,10,1636,Intact Insurance
54,3,98,93,19,39,2089,Allstate
74,92,58,10,63,83,1673,Johnson Insurance
75,21,20,28,57,52,1461,Economical Insurance
43,61,9,16,61,93,3199,Economical Insurance
12,0,77,84,38,72,2134,Belairdirect
42,4,79,59,9,34,1463,Economical Insurance
0,1,74,92,98,99,1424,Intact Insurance
29,98,44,53,7,59,2683,Johnson Insurance
36,30,33,36,26,93,1277,Economical Insurance
19,44,37,90,16,84,2703,Belairdirect
90,4,87,11,52,98,1135,Economical Insurance
11,33,92,48,99,82,1111,The Co-operators
94,36,40,52,15,5,2988,Allstate
18,29,24,40,88,100,3158,Johnson Insurance
11,68,45,86,56,87,2606,Allstate
74,61,77,63,40,60,2488,Johnson Insurance
87,47,74,88,42,18,2536,Allstate
66,32,83,79,63,40,2755,The Personal
28,4,78,46,81,18,3339,Allstate
84,86,6,5,42,80,3444,The Co-operators
96,78,96,71,89,14,3235,Intact Insurance
32,74,59,98,20,13,1755,Intact Insurance
24,78,56,46,15,57,2205,Economical Insurance
57,28,12,21,98,2,2996,The Personal
51,95,64,4,56,2,3364,Economical Insurance
72,64,53,14,84,20,3328,Johnson Insurance
69,100,47,74,15,50,1556,The Co-operators
41,79,26,62,11,64,3416,Allstate
36,26,46,81,84,23,2490,Johnson Insurance
100,22,51,26,73,81,3138,Intact Insurance
23,68,13,39,55,37,1416,Economical Insurance
90,99,24,76,32,50,1856,The Personal
94,4,89,0,27,91,1274,The Personal
32,38,27,92,31,94,1635,Allstate
6,42,22,37,93,77,1222,Intact Insurance
23,32,47,19,32,29,2526,Belairdirect
91,52,17,49,96,57,2316,Johnson Insurance
38,14,45,57,100,98,1980,Intact Insurance
96,14,67,31,52,93,1437,Allstate
5,2,37,7,67,92,1522,Belairdirect
98,20,72,41,73,30,2470,The Co-operators
82,51,67,79,39,94,2117,The Personal
46,1,73,80,70,36,3562,Allstate
1,62,95,8,59,91,2112,Johnson Insurance
4,72,53,49,33,10,2122,Economical Insurance
11,32,50,35,22,48,1736,The Co-operators
51,10,10,46,7,7,1321,Belairdirect
34,41,26,62,4,42,2741,Belairdirect
15,75,91,35,58,29,2462,The Co-operators
88,52,27,53,14,18,2843,Johnson Insurance
15,40,15,42,58,51,1667,Allstate
24,27,41,59,38,27,1173,Economical Insurance
78,100,35,24,91,15,1637,Johnson Insurance
70,90,17,54,13,52,1622,Economical Insurance
19,55,87,73,94,14,2752,The Co-operators
35,73,37,69,29,21,2653,Intact Insurance
34,64,66,23,46,63,3072,Johnson Insurance
95,1,59,17,83,19,2545,Economical Insurance
46,21,4,85,89,78,2183,The Personal
66,62,40,12,79,81,1444,Johnson Insurance
18,0,78,35,92,89,2040,The Co-operators
99,99,83,14,100,85,1196,The Co-operators
67,5,59,47,79,40,1561,The Co-operators
54,79,80,77,29,99,1751,Johnson Insurance
59,97,60,62,39,13,2731,The Co-operators
79,68,46,57,91,98,2071,Economical Insurance
71,43,84,70,70,28,2881,Economical Insurance
53,92,86,67,34,30,3364,Intact Insurance
59,62,23,81,21,85,2742,Johnson Insurance
72,58,82,2,5,49,2481,The Personal
30,70,81,99,73,18,1271,Allstate
32,56,99,76,74,3,3038,The Co-operators
61,35,21,40,10,68,3169,The Co-operators
5,22,34,29,35,44,1587,Allstate
81,93,61,33,18,68,3169,Johnson Insurance
63,45,49,96,17,49,2916,The Personal
71,96,76,77,22,57,2625,Allstate
78,13,17,76,43,56,3099,Johnson Insurance
46,36,73,20,68,81,1385,Economical Insurance
82,1,0,74,61,52,2143,Allstate
64,88,10,28,20,73,2924,Economical Insurance
19,43,64,80,28,57,2034,Intact Insurance
10,79,42,99,95,96,1397,The Co-operators
28,10,8,17,42,56,1245,Belairdirect
52,56,8,20,53,26,1264,Belairdirect
15,100,78,93,70,71,2363,The Personal
33,67,52,92,97,86,1703,Johnson Insurance
76,70,94,17,38,9,1434,Intact Insurance
27,92,71,33,56,99,3009,Allstate
42,47,91,48,48,57,3227,Belairdirect
72,72,92,56,87,73,2918,Economical Insurance
96,76,89,87,69,20,3245,Belairdirect
6,54,64,33,75,37,3467,Belairdirect
88,38,98,37,31,16,1581,Johnson Insurance
97,90,94,11,100,37,3466,Intact Insurance
3,13,77,90,25,90,2513,The Personal
67,40,92,73,49,23,2792,Allstate
11,79,58,13,14,92,1397,Intact Insurance
26,55,17,43,61,68,1890,Johnson Insurance
46,46,6,38,53,78,1857,The Personal
76,18,48,40,47,74,3221,Belairdirect
100,35,90,33,44,41,1104,The Co-operators
18,36,20,87,79,50,2407,The Co-operators
15,44,63,39,99,44,2639,Allstate
73,87,95,69,22,76,3105,The Co-operators
27,20,83,41,14,78,1862,The Personal
66,59,46,38,75,11,2830,Allstate
48,12,46,28,23,8,2998,Belairdirect
88,79,51,40,95,23,3382,The Co-operators
80,93,49,38,16,90,1913,The Personal
39,9,91,8,8,35,2068,Belairdirect
14,11,73,75,25,52,1451,Allstate
14,76,72,27,57,42,3364,Johnson Insurance
43,69,70,91,94,31,3114,The Co-operators
22,100,96,59,40,86,1376,Economical Insurance
67,15,0,3,71,55,1932,The Co-operators
83,91,85,93,89,76,2537,The Personal
0,3,92,37,6,59,2904,Intact Insurance
42,83,66,96,88,56,1358,The Personal
41,79,27,1,77,92,3100,Intact Insurance
35,79,77,48,82,83,2401,Belairdirect
86,40,69,75,38,49,3202,Intact Insurance
84,67,97,51,36,48,1194,Economical Insurance
74,52,89,79,79,8,2424,The Co-operators
18,10,98,60,83,46,1373,The Co-operators
55,85,51,74,81,48,2986,Belairdirect
46,67,66,15,69,71,2448,The Personal
82,50,14,27,20,29,3338,Johnson Insurance
76,5,1,6,65,94,2581,Intact Insurance
81,26,12,53,55,84,2257,The Personal
59,58,92,15,13,5,3137,The Co-operators
89,51,95,38,89,54,1186,The Personal
98,2,31,31,40,87,1710,Johnson Insurance
64,90,1,59,43,74,1602,Intact Insurance
37,79,62,59,76,90,2186,Economical Insurance
42,17,22,6,59,74,3395,Johnson Insurance
85,61,4,73,76,21,2400,Belairdirect
11,93,93,68,94,83,1637,Economical Insurance
83,26,26,98,86,71,2239,Intact Insurance
6,77,54,32,52,25,3208,The Personal
59,26,11,98,100,4,2721,The Co-operators
37,24,47,32,71,4,2532,Intact Insurance
14,83,71,30,11,0,2969,The Co-operators
82,79,92,20,59,15,2291,Intact Insurance
7,91,90,11,28,84,2432,Allstate
21,20,28,34,83,93,3283,Economical Insurance
63,4,91,77,69,44,1316,The Personal
54,27,18,69,52,39,1199,Allstate
62,69,69,44,37,39,1168,The Co-operators
22,28,45,7,45,66,1097,The Co-operators
78,44,84,0,89,62,2205,Intact Insurance
23,3,16,0,65,14,1324,Belairdirect
74,93,86,17,38,81,1931,Economical Insurance
44,10,41,96,40,8,1085,Intact Insurance
89,12,54,96,92,97,3357,Belairdirect
58,46,18,9,3,45,3067,Allstate
93,56,0,32,50,56,2446,Johnson Insurance
93,6,81,45,0,55,3300,Intact Insurance
70,22,35,95,79,39,3084,Allstate
56,48,81,85,3,33,2859,Johnson Insurance
59,39,77,0,2,20,2959,Intact Insurance
31,10,69,31,47,49,2978,Johnson Insurance
57,89,94,40,13,83,2008,Economical Insurance
12,17,5,77,44,21,2144,The Co-operators
89,25,16,94,12,40,1241,Economical Insurance
52,74,2,12,64,43,1051,Economical Insurance
84,16,12,83,13,15,1134,Belairdirect
18,57,74,78,23,57,1506,Johnson Insurance
71,92,68,94,89,62,1664,Intact Insurance
50,92,16,11,18,89,2450,Allstate
18,93,4,50,93,76,2035,The Co-operators
48,35,24,7,56,10,3368,Johnson Insurance
52,43,76,8,61,12,2018,Johnson Insurance
48,80,84,20,48,30,1664,Intact Insurance
81,75,34,72,80,61,2661,The Personal
94,5,37,14,45,8,2564,Intact Insurance
68,41,83,50,93,83,3382,Johnson Insurance
91,96,94,34,20,17,2357,Economical Insurance
35,62,68,6,55,29,3027,The Co-operators
98,80,28,8,89,73,2263,The Co-operators
93,62,92,12,89,87,1967,The Co-operators
73,47,25,92,65,1,2282,The Co-operators
10,19,14,15,85,17,3043,The Personal
65,40,42,8,91,73,3168,Economical Insurance
10,72,25,4,95,55,1584,Intact Insurance
54,82,0,89,79,44,2825,Economical Insurance
27,0,83,97,40,40,1802,Intact Insurance
28,30,99,12,81,10,2693,Johnson Insurance
20,22,70,41,73,67,2747,The Personal
1,92,1,100,64,60,2570,Belairdirect
99,97,55,51,46,92,2379,Belairdirect
60,40,61,1,94,0,2240,Intact Insurance
87,17,71,89,62,64,1523,Economical Insurance
51,20,91,97,92,89,1979,The Co-operators
36,61,61,42,49,79,2447,Allstate
94,51,34,9,50,56,2672,The Personal
55,67,70,48,24,94,2120,Intact Insurance
70,77,89,22,70,12,1707,Intact Insurance
98,93,25,95,9,52,2734,Economical Insurance
47,67,21,83,34,31,1396,Economical Insurance
29,75,41,93,7,64,1210,Johnson Insurance
16,70,20,93,76,25,3308,Belairdirect
39,89,58,94,1,58,3180,The Personal
10,22,17,24,99,52,1414,The Co-operators
59,92,25,67,91,78,1650,Intact Insurance
2,92,29,23,24,69,1030,Johnson Insurance
83,15,6,45,84,0,1594,The Co-operators
39,30,37,20,13,36,2051,Johnson Insurance
6,69,23,20,66,30,2747,The Personal
49,63,68,41,16,62,2624,Belairdirect
0,4,58,86,68,10,1594,Economical Insurance
97,62,16,0,9,19,2221,Intact Insurance
87,43,30,86,77,30,3584,Belairdirect
6,23,37,61,76,68,2934,Johnson Insurance
53,37,2,91,60,53,1600,The Co-operators
49,91,27,53,86,77,2184,Johnson Insurance
5,58,6,23,98,17,2031,Johnson Insurance
7,9,94,69,83,43,2320,The Co-operators
79,50,74,4,82,13,3158,Intact Insurance
83,91,98,13,85,54,3457,Economical Insurance
54,58,61,52,34,61,3156,Economical Insurance
26,97,72,60,94,60,2605,Allstate
48,71,12,60,32,92,2392,Belairdirect
38,74,62,67,38,100,2707,Belairdirect
25,31,77,60,96,43,1363,Belairdirect
27,77,72,85,4,80,1186,Economical Insurance
74,59,24,38,13,1,2666,Belairdirect
40,52,30,28,2,6,3376,Allstate
35,74,45,81,26,90,3122,Johnson Insurance
65,61,69,85,31,7,1693,Intact Insurance
91,59,41,83,18,15,2890,Johnson Insurance
36,34,66,100,13,69,3015,The Personal
40,40,50,53,82,94,1137,Belairdirect
42,32,60,74,7,33,2706,The Personal
48,16,62,98,47,68,1849,Johnson Insurance
0,53,72,82,49,14,3281,Allstate
45,99,18,8,99,38,1749,Johnson Insurance
34,53,7,99,24,53,1847,The Co-operators
41,48,98,10,67,76,3568,The Personal
23,62,65,22,90,53,1745,The Co-operators
83,51,44,14,82,65,1727,Johnson Insurance
43,15,93,60,79,1,3398,Belairdirect
16,80,29,98,11,90,2349,Allstate
67,11,8,28,30,74,1811,Intact Insurance
37,86,31,14,39,29,3073,Economical Insurance
73,29,44,95,16,65,2936,Economical Insurance
43,39,53,52,65,84,2502,Belairdirect
66,6,87,50,98,87,1672,Economical Insurance
60,15,16,69,3,44,3492,Intact Insurance
21,84,33,91,58,5,1599,Allstate
62,11,51,91,7,71,2438,Belairdirect
66,1,76,25,96,53,2912,Economical Insurance
45,7,53,46,92,75,2383,Belairdirect
63,76,45,45,34,25,2738,Economical Insurance
13,72,21,74,68,76,1910,Belairdirect
43,80,54,27,99,4,1619,Intact Insurance
80,67,72,20,6,19,1809,Belairdirect
51,35,17,85,90,54,1818,The Co-operators
0,57,68,9,62,14,1867,Belairdirect
20,57,57,4,45,100,1717,Intact Insurance
70,100,39,38,16,65,1635,Economical Insurance
9,56,10,74,50,50,1229,The Personal
44,73,96,65,6,88,2389,Johnson Insurance
40,19,71,34,30,11,2418,Belairdirect
31,88,1,91,8,63,2378,Intact Insurance
69,18,69,75,83,25,2071,Economical Insurance
90,52,42,12,11,67,2218,Economical Insurance
8,95,65,73,92,96,2675,Allstate
81,4,72,94,28,83,2377,The Co-operators
25,23,62,50,64,6,1364,The Co-operators
48,23,8,67,56,27,2052,Belairdirect
47,18,43,89,48,84,2652,The Co-operators
100,4,32,43,38,41,1671,Economical Insurance
64,3,48,55,36,61,1116,Belairdirect
85,9,0,99,90,78,3514,Allstate
12,16,59,91,38,88,2609,The Co-operators
62,79,25,77,84,20,3313,The Personal
58,27,32,27,28,93,1977,Intact Insurance
97,67,82,72,43,91,1394,The Personal
81,78,60,18,7,29,2084,The Personal
95,88,12,92,77,26,2111,The Personal
70,92,59,26,62,50,3287,Economical Insurance
75,61,1,5,60,73,2846,Johnson Insurance
91,93,23,80,44,29,3358,Economical Insurance
69,35,32,74,74,48,2153,Allstate
76,65,14,78,36,60,1598,The Co-operators
65,33,92,48,79,49,1669,Belairdirect
37,1,39,73,50,74,1590,The Personal
3,15,63,84,94,58,2775,The Co-operators
26,20,93,88,70,75,1685,Economical Insurance
69,30,100,29,85,7,2025,Allstate
21,68,23,57,14,97,1354,The Co-operators
92,29,19,99,42,9,1862,Economical Insurance
76,1,9,45,14,93,1089,Intact Insurance
72,41,33,67,9,90,3428,Intact Insurance
96,93,45,86,6,55,2965,Allstate
60,60,67,34,6,18,3258,Johnson Insurance
5,84,53,69,29,74,2412,The Personal
4,19,2,28,13,38,1936,Allstate
56,21,53,37,89,28,3209,Johnson Insurance
91,77,78,7,83,92,2735,Intact Insurance
11,74,38,88,25,83,3472,The Co-operators
54,69,8,72,47,40,1330,Economical Insurance
54,5,25,14,80,72,1703,Allstate
74,50,0,92,9,83,3527,Johnson Insurance
55,15,97,20,39,30,2892,Belairdirect
22,66,62,60,61,95,1323,Economical Insurance
0,47,55,85,56,52,2088,Intact Insurance
86,27,17,86,36,14,3005,Johnson Insurance
74,80,73,26,96,39,2709,Belairdirect
36,22,29,91,13,59,2005,Johnson Insurance
77,100,97,78,90,60,1765,Intact Insurance
64,26,13,90,35,81,2585,Belairdirect
43,34,51,94,18,30,2939,Belairdirect
53,35,63,13,17,84,3299,Economical Insurance
34,52,8,71,49,71,2677,Johnson Insurance
98,63,49,74,55,34,3133,Johnson Insurance
68,4,97,73,33,2,1408,Intact Insurance
36,92,56,6,30,18,1754,Allstate
33,58,69,77,97,67,1968,Allstate
17,99,24,96,36,25,2317,The Co-operators
11,28,33,57,19,83,2189,The Personal
32,21,97,88,33,45,2717,Allstate
79,81,71,23,78,82,1401,The Co-operators
32,0,21,32,12,39,1209,Belairdirect
23,90,86,5,94,99,2355,The Co-operators
6,9,13,73,91,72,3024,Intact Insurance
98,90,5,58,49,38,1755,Belairdirect
19,57,73,74,14,55,1396,Belairdirect
53,87,77,71,96,29,2081,The Co-operators
58,57,25,63,47,28,3400,Allstate
36,37,83,83,72,19,3414,Belairdirect
3,52,8,8,62,96,3332,The Co-operators
17,38,89,24,51,5,2056,Intact Insurance
23,27,30,16,72,19,3395,The Personal
72,78,76,91,99,50,2535,Johnson Insurance
3,37,55,4,78,74,1408,Johnson Insurance
19,1,5,97,40,83,1078,The Personal
12,80,40,68,54,88,2439,Economical Insurance
76,83,76,59,61,6,1445,The Personal
39,53,100,89,35,48,3499,Economical Insurance
21,80,11,7,19,18,1612,Allstate
88,97,76,37,46,75,1104,Intact Insurance
45,98,44,96,63,59,2437,The Personal
79,37,17,16,79,55,2306,Allstate
65,28,0,64,68,68,2120,The Co-operators
89,61,100,0,81,42,2297,Intact Insurance
74,38,5,67,23,69,3248,Johnson Insurance
40,51,0,48,54,85,3177,Economical Insurance
68,81,36,48,85,23,1184,Belairdirect
53,13,93,38,17,42,1789,The Personal
54,83,56,3,37,15,3360,Belairdirect
19,48,64,39,64,10,2499,The Personal
68,59,62,44,5,50,2819,Allstate
49,64,100,67,3,63,2698,Economical Insurance
87,38,2,27,3,86,2249,The Co-operators
36,91,85,27,19,0,1173,Intact Insurance
99,15,63,24,69,30,1027,Johnson Insurance
66,24,85,91,74,26,2635,The Personal
27,19,93,99,70,4,3389,The Personal
79,27,7,90,89,3,2973,Economical Insurance
54,53,99,51,38,72,2327,Economical Insurance
69,1,92,46,26,86,1485,Belairdirect
11,3,37,78,70,90,2818,The Co-operators
41,41,13,83,99,93,1338,Economical Insurance
48,32,35,43,63,28,3287,Johnson Insurance
68,5,50,7,5,57,3489,Belairdirect
10,20,22,13,73,44,1445,The Co-operators
72,21,59,14,99,43,2644,Belairdirect
16,62,72,65,15,5,1646,The Personal
31,74,94,76,74,11,3125,Belairdirect
31,2,25,17,99,61,2232,Belairdirect
75,76,26,76,51,8,1757,Intact Insurance
63,92,53,58,96,63,3453,Intact Insurance
22,60,70,83,91,11,2048,Economical Insurance
17,25,79,50,3,39,1593,The Personal
54,100,80,3,24,50,2918,Belairdirect
22,18,82,93,56,78,1796,Intact Insurance
34,36,52,80,48,87,1781,Intact Insurance
96,54,53,33,20,61,3079,The Personal
64,93,77,17,34,19,1966,Johnson Insurance
82,4,97,74,25,83,2533,Economical Insurance
19,50,15,58,61,45,1883,Johnson Insurance
49,19,62,5,80,85,3193,Belairdirect
75,48,56,33,44,100,2723,The Co-operators
59,90,77,12,44,31,3195,The Co-operators
82,56,26,76,63,57,3510,Economical Insurance
2,31,78,18,94,73,1376,Belairdirect
98,51,33,48,2,18,1226,The Personal
56,13,57,32,69,90,1472,Belairdirect
